Población ocupada,,,,,,,,,
Sexo : Total,,,,,,,,,
,,,,,,,,,
Consulta de: Población ocupada   Por: Entidad Federativa y Periodo encuesta   Según: Nivel de ingresos,,,,,,,,,
,,Total,Hasta un salario mínimo,Más de 1 hasta 2 salarios mínimos,Más de 2 hasta 3 salarios mínimos,Más de 3 hasta 5 salarios mínimos,Más de 5 salarios mínimos,No recibe ingresos,No especificado
Total,Tercer trimestre del 2016,52043100|0.434292745103779|226019.407627105|,7850761|1.28344640558821|100760.309865821|,13617418|0.921025460153968|125419.886795589|,10949459|0.991805936376322|108597.384363091|,6647417|1.19791664251068|79630.5145400841|,3164249|1.91905509368871|60723.681611494|,3637781|2.27181545437053|82643.6709541548|,6176015|1.55563160188603|96076.0410772217|
Total,Segundo trimestre del 2016,51433590|0.42406173517583|218110.174217222|,8017338|1.18831156929169|95270.955003219|,13715977|0.951513094683651|130509.317218798|,10685242|0.997040983890019|106536.24196783|,6485058|1.20837631611701|78363.9049584514|,2967349|1.81928006783779|53984.3889001841|,3415592|2.21569810835496|75679.2073331233|,6147034|1.64715169359481|101250.974636849|
Total,Primer trimestre del 2016,50778629|0.433090501590439|219917.419036848|,7894712|1.27082891472483|100328.282830251|,13788880|0.948355558435928|130767.60992606|,10471419|0.967341892315067|101294.422706839|,6349291|1.20047375701098|76221.57221126|,2973556|1.86947924807949|55590.0123500225|,3179679|2.22153783386831|70637.7719805654|,6121092|1.56733034107675|95937.7321212214|
Total,Cuarto trimestre del 2015,51568519|0.423262706897004|218270.309426096|,7601879|1.32456245035755|100691.634755616|,12668932|0.944419550562932|119647.870655523|,10943574|0.974319411838036|106625.36583086|,7440191|1.09629404220231|81566.3706614722|,3247754|1.88922192329132|61357.2805825708|,3610957|2.19181069155482|79145.3415934473|,6055232|1.55556649883668|94193.1604188382|
Total,Tercer trimestre del 2015,50734656|0.415261603167136|210681.545866931|,6880693|1.30265207835897|89631.4903700001|,12844463|0.997975124061554|128184.54555929|,10817118|0.968455601501022|104758.985191975|,7242623|1.08447414410033|78544.3737896639|,3244129|1.84170882406671|59747.410057107|,3747915|2.37871572101903|89152.2433154302|,5957715|1.57937238660939|94094.5055828857|
Total,Segundo trimestre del 2015,50336088|0.421375978793552|212104.183496383|,6887590|1.25852943690831|86682.3476435528|,12800699|0.983445039949025|125887.839394304|,10720993|0.956103268671603|102503.764507054|,7141682|1.09967288216294|78535.1402843117|,3087637|1.75836241173917|54291.8484189508|,3725020|2.20715868212232|82217.1023407928|,5972467|1.7056946871983|101872.052313672|
Total,Primer trimestre del 2015,49806064|0.433673095746057|215995.499618063|,6657585|1.3401307397743|89220.3431116027|,12566245|0.971100786084038|122030.903976246|,10163230|0.984311675073751|100037.859454598|,7638411|1.03454128056599|79022.5149742935|,3398061|1.63282529613542|55484.3995861121|,3436862|2.13846301007863|73496.0225774485|,5945670|1.73102965214006|102921.310718396|
Total,Cuarto trimestre del 2014,49823798|0.429843370228101|214164.292498841|,6709932|1.3317078384626|89356.6903995104|,12040656|1.02161063503492|123008.62222397|,11079183|0.936226620277346|103726.260555242|,7209975|1.08998286702379|78587.4922166985|,3276311|1.67574634938574|54902.6619770233|,3672157|2.18269278604669|80151.9059313087|,5835584|1.6084665050133|93863.4140119151|
Total,Tercer trimestre del 2014,49455344|0.448266740105649|221691.858356835|,6634241|1.33643553429309|88662.3541546413|,11671192|1.03898750054072|121262.226044108|,10908160|0.98513569305194|107460.177615215|,7205384|1.10507848313667|79625.1482113722|,3351996|1.75294466266193|58758.6349746415|,3928825|2.24866852434224|88346.2511514889|,5755546|1.65330785581982|95156.8941633234|
Total,Segundo trimestre del 2014,49301557|0.435123908421596|214522.861731101|,6488488|1.30865894811155|84912.1788091442|,12024721|1.01448981150275|121989.569406632|,10937955|0.971929561804212|106309.218101842|,7218870|1.11887775528644|80770.3306130464|,3327017|1.64290527642288|54659.7378404863|,3682777|2.23243994199672|82215.7847226687|,5621729|1.64771405420868|92630.0188225249|
Total,Primer trimestre del 2014,49080947|0.443660835214491|217752.939391382|,6392463|1.3632327340839|87144.1481302019|,11967630|1.02707301979611|122916.298839025|,11091897|0.974481954498035|108088.534676509|,7350467|1.1454164226495|84193.4561594322|,3391182|1.70803356144815|57922.5266897885|,3518771|2.13982338227418|75295.4846266829|,5368537|1.7071038796802|91646.5034090669|
Total,Cuarto trimestre del 2013,49945599|0.474193694440574|236838.881108574|,6803922|1.34552766328873|91548.652698588|,11700823|1.01838803972628|119159.781981542|,10430337|1.00245369463693|104559.298619583|,7894065|1.11724428714318|88195.9902358695|,3656736|1.71713275105032|62791.0114754475|,3900916|2.26576610476159|88385.6325032216|,5558800|1.70304999865898|94669.1433254554|
Total,Tercer trimestre del 2013,49309167|0.52169152896586|257241.747242629|,6661873|1.38079973880199|91987.1249833205|,11844076|1.07236266127637|127011.448597196|,10055818|1.05184585732357|105771.705052998|,7614074|1.13967527698929|86775.7189496697|,3639508|1.66713929425357|60675.6679855021|,3998846|2.2102073985642|88382.7901491886|,5494972|1.64756082795234|90533.006178949|
Total,Segundo trimestre del 2013,49296229|0.532139614741095|262324.763082488|,6634686|1.33608406128696|88644.9821624375|,12207840|1.09291110823835|133420.839435965|,9935152|1.04452289116563|103774.9369121|,7676255|1.12533730754407|86383.7613372172|,3706996|1.63991398955706|60791.5459963206|,3775106|2.2224444814366|83899.6349653819|,5360194|1.70180071222082|91219.8196684175|
Total,Primer trimestre del 2013,48358255|0.553552675679718|267688.414464521|,6256527|1.35095776368839|84523.0372437606|,11850082|1.08062976963272|128055.513817888|,10099508|1.04544798303512|105585.102682471|,7869068|1.13740109035121|89502.8652324783|,3624552|1.70767549996885|61895.5864876308|,3498119|2.27157060928953|79462.243081973|,5160399|1.83194097624855|94535.4638189206|
Total,Cuarto trimestre del 2012,48822271|0.522451382060426|255072.629592786|,6368823|1.36644300744224|87026.336539873|,11244676|1.07517750921004|120900.227335539|,10730027|1.05122378882892|112796.596371766|,7408615|1.1592015292474|85880.7783760521|,3923741|1.64060061505953|64372.9189793429|,3971918|2.17479856067184|86381.2154950657|,5174471|1.83813238334496|95113.6271177936|
Total,Tercer trimestre del 2012,49275020|0.497060715427115|244926.766938854|,6787768|1.30034222446445|88264.213402686|,11412716|1.04463543180098|119221.27506682|,10597455|1.02889865328578|109037.071777567|,7416915|1.14507941403165|84929.5668212256|,3895085|1.68457614392668|65615.6726956664|,4077333|2.1289185385688|86803.0981161835|,5087748|1.94006866967778|98705.804940158|
Total,Segundo trimestre del 2012,49003380|0.497989650147949|244031.76062267|,6756039|1.35943136434082|91843.7131530979|,11475868|1.0380570259424|119126.054061876|,10758849|1.03353094039093|111196.03324494|,7428567|1.14734188205843|85231.0604277712|,3883712|1.67717099784986|65136.4913040149|,3934436|2.14912135411068|84555.8042398181|,4765909|1.89351698866452|90243.2965792912|
Total,Primer trimestre del 2012,47726265|0.50400971853786|240545.013895133|,6403401|1.31981772487671|84513.2213929323|,11482467|1.03489615959105|118831.610009309|,10490021|0.99830743230429|104722.659293281|,7204132|1.1604245953877|83598.5196121958|,3898801|1.76486960638739|68808.7538625278|,3637958|2.26340136554115|82341.5910498134|,4609485|1.86471173630311|85953.6077781312|
Total,Cuarto trimestre del 2011,48307467|0.500269498086355|241667.522699132|,6352912|1.36357962605197|86627.0136930107|,10857869|1.07426038680504|116641.785518185|,10086303|1.04097004469953|104995.39284763|,7743840|1.14724425541608|88840.7595486123|,4031619|1.6227841666807|65424.4747928908|,4045364|2.13831015735101|86502.429313821|,5189560|1.9259727694806|99949.5124558576|
Total,Tercer trimestre del 2011,47350681|0.49678998583993|235233.441435011|,6104506|1.44391422971978|88143.8307880976|,10758600|1.06832995417715|114937.346450103|,10076175|1.06650757206425|107463.169349445|,7588380|1.1237572015309|85274.9667295302|,4060833|1.71978552370412|69837.6180757997|,3975327|2.05960808373787|81876.1562470143|,4786860|1.75826020604655|84165.4544991598|
Total,Segundo trimestre del 2011,46891586|0.497643538156552|233352.947668123|,5947332|1.37543309100746|81801.5723600756|,10612859|1.08243166067445|114876.945918738|,10337995|0.981417832154442|101458.926417235|,7884572|1.16793908494696|92086.9980687843|,3983681|1.64268463512195|65439.3156992724|,3680741|2.07075242676326|76219.0335803702|,4444406|1.86835656691757|83037.3513614786|
Total,Primer trimestre del 2011,46005815|0.504556074524021|232125.134216783|,5715789|1.43117968651759|81803.2110922072|,10711511|1.02769005202319|110081.13296837|,10158990|1.0448428417522|106145.479809321|,7816059|1.14973824645886|89864.21968879|,3929925|1.63905509151787|64413.6358053337|,3436610|2.27242153473576|78094.2657048826|,4236931|1.88138147398334|79712.8348994572|
Total,Cuarto trimestre del 2010,45911934|0.487698383018317|223911.759730437|,5761151|1.40936005984234|81195.3611812078|,10485685|1.07713524093434|112945.008388366|,9812781|1.10187573095508|108124.652370772|,7993523|1.08833803182685|86996.5508918262|,3894394|1.55391157914137|60515.4393033868|,3890067|2.07149757718136|80582.6436557314|,4074333|1.80435379757145|73515.3822112066|
Total,Tercer trimestre del 2010,46452588|0.497459295510829|231082.717011348|,6093437|1.35502276948453|82567.458794195|,10532173|1.08275298566095|114037.417612476|,9839479|1.09647317118038|107887.247418928|,7828256|1.12733540431424|88250.7014283541|,4081826|1.5689300490831|64040.9946652866|,4106609|2.16523735697216|88917.832172781|,3970808|1.78517905935584|70886.0329032266|
Total,Segundo trimestre del 2010,46597624|0.473195311181702|220497.771890079|,6329217|1.28770025213259|81501.3432670185|,10875312|0.988440865906804|107496.028102867|,9730081|1.08862134197172|105923.738357136|,7826153|1.05674438978652|82702.4327636097|,4046601|1.47443802729197|59664.623956777|,3908484|2.07574308240041|81130.086256727|,3881776|1.84713966991795|71701.8243933541|
Total,Primer trimestre del 2010,45524339|0.471055996523909|214445.128737373|,6114915|1.3450875605958|82250.9610060068|,10872674|1.03600208958589|112641.129833862|,9673429|1.05324889816349|101885.284357127|,7709102|1.14716233464244|88435.9144831674|,3978240|1.48656584366586|59139.1570190526|,3539709|2.14384669070029|75885.9342569204|,3636270|2.01803614052678|73381.242767133|
Total,Cuarto trimestre del 2009,46343704|0.499202363367486|231348.865640032|,6263829|1.35317688289565|84760.6860121138|,10488244|1.09876915521705|115241.589995903|,9301490|1.02838420447457|95655.0539407814|,7868926|1.13312197829057|89164.5299614209|,4291405|1.40280555303798|60200.0676433494|,4053704|2.13113756908993|86390.0088837011|,4076106|1.82846192050012|74530.0460492205|
Total,Tercer trimestre del 2009,45743215|0.495780433349542|226785.909555013|,6173970|1.34847157792721|83254.2306797528|,10216696|1.0778834151638|110124.071761703|,9114052|1.07249091858392|97747.3800150159|,7931726|1.1760297351063|93279.4562671579|,4480233|1.38666172483891|62125.6761946021|,3990619|2.10526947437213|84013.2836454944|,3835919|1.89196869318871|72574.3865760775|
Total,Segundo trimestre del 2009,45027104|0.479014819509534|215686.50095597|,5898601|1.35991055800312|80215.6977734779|,10065306|1.07332084821306|108033.02773444|,8905602|1.04392012996841|92967.3719728692|,7983242|1.11250997942847|88814.3639319251|,4754881|1.40422749741598|66769.3464714081|,3710321|2.17561620291166|80722.3448560339|,3709151|1.88661888462249|69977.5432251638|
Total,Primer trimestre del 2009,44627384|0.468565747982685|209108.635644705|,5646140|1.4488208183181|81802.4517513858|,10371767|1.1207758871362|116244.263605949|,9169222|1.0156030084692|93122.8944852193|,7888600|1.08707789907796|85755.2271466638|,4649029|1.38667343460699|64466.8501101752|,3382286|2.12568117971228|71896.6169460433|,3520340|1.82551494392475|64264.3327769604|
Total,Cuarto trimestre del 2008,44798686|0.467581545469656|209470.388348898|,5330495|1.43824300468177|76665.4714524115|,8947056|1.18050464839713|105620.411974694|,10497325|1.00551284289282|105551.951035199|,7576296|1.12450700168386|85195.9789882941|,4928448|1.3033781214077|64236.3129569553|,3837959|2.07660085340237|79699.0893472331|,3681107|1.84251139995508|67824.8161195444|
Total,Tercer trimestre del 2008,45029841|0.472778793615915|212891.539046964|,5310944|1.41983542362701|75406.6642409932|,9059373|1.12658561834169|102061.59332993|,10654963|0.986257356700794|105085.356441248|,7634008|1.07341328390648|81944.4559664835|,5288047|1.27996657346293|67685.2339890091|,3849721|2.0576539255819|79213.9352804506|,3232785|1.88708014082491|61005.2437305667|
Total,Segundo trimestre del 2008,45293616|0.469208333577102|212521.420850412|,5479698|1.42699504572541|78195.0189807146|,9331937|1.17367754332075|109526.84892584|,10557030|0.939454199994425|99178.4617296715|,7872240|1.01622219206557|79999.4498926625|,5250560|1.2241736879761|64275.9739913981|,3678586|1.97779621607796|72754.9347131737|,3123565|2.05893013734643|64312.0211446049|
Total,Primer trimestre del 2008,44651965|0.476379300369206|212712.718468103|,5464758|1.43079054398779|78189.2407158161|,9171470|1.07300992033493|98410.7829405423|,10498759|0.989975846856305|103935.178319653|,7564245|1.03837028445487|78544.8723233636|,5160562|1.26061289060287|65054.7097995531|,3664255|1.85283336211953|67892.5391131331|,3127916|1.99437596153462|62382.4048009952|
Total,Cuarto trimestre del 2007,45246080|0.503253179759291|227702.336316433|,5745988|1.36409141703658|78380.5291319516|,9127814|1.18644347918695|108296.353995314|,9565664|1.02503063545378|98050.9864845737|,8492588|1.04574928654633|88811.178419319|,5184608|1.24960227689128|64786.9796158875|,4012908|1.90085694081214|76279.6402464057|,3116510|2.23285128454604|69587.0335680057|
Total,Tercer trimestre del 2007,44101860|0.482674677618469|212868.510578748|,5437083|1.42790103037823|77636.1641795198|,8952397|1.12613430298236|100816.013556164|,9548073|0.980053158425324|93576.1910052556|,8304194|1.03503102333061|85950.984137559|,5196661|1.25927239492914|65440.1174310485|,3965084|2.00529810152871|79511.7541760188|,2698368|2.19460582618755|59218.5413399804|
Total,Segundo trimestre del 2007,44050928|0.454524050573575|200222.062260849|,5449531|1.33068503564088|72516.0935296106|,9144307|1.07331411231802|98147.1375046842|,9573650|0.987059663166849|94497.637442773|,8218345|0.964927633358207|79301.0819097125|,5259710|1.19428174652668|62815.7564502383|,3725834|2.10866761325766|78565.4548817423|,2679551|2.33420230357356|62546.1411674283|
Total,Primer trimestre del 2007,43526125|0.458990799679001|199780.909206782|,5756409|1.37390821364986|79087.7760622798|,9331828|1.06752556817049|99619.6498776926|,9401656|1.03345997686047|97162.3519221012|,7855708|0.994091084605107|78092.8928606102|,4994587|1.2988366459224|64871.5262684764|,3593097|2.02471681630741|72750.0391852371|,2592840|2.15738790911562|55937.6166627135|
Total,Cuarto trimestre del 2006,43942607|0.481701565097357|211672.225663581|,5723863|1.30929057746277|74941.998925878|,8997897|1.05927458923565|95312.4364865968|,9601814|0.996979241143269|95728.0923531882|,7962929|1.00892712386291|80340.1505349458|,5236982|1.28542334684133|67317.3892978779|,3833005|1.98547487745279|76103.3513265092|,2586117|2.13801087587791|55291.4627229276|
Total,Tercer trimestre del 2006,43617867|0.473960175913421|206731.319162882|,5599584|1.30950255304267|73326.6954397691|,8779609|1.07185040403282|94104.2745390018|,9751172|1.04000707471055|101412.878667194|,7751075|1.04527618148882|81020.1407843342|,5293405|1.29034553411299|68303.2150200138|,3956455|2.10177762455009|83155.8859153934|,2486567|2.17417735778454|54062.3767001422|
Total,Segundo trimestre del 2006,43212434|0.443343411327874|191579.479013406|,5766908|1.36845218982655|78917.3788112827|,9144483|1.03314294547241|94475.5810144239|,9624387|0.99134937316826|95411.3001957875|,7713111|0.962435918313412|74233.7506833828|,4994407|1.22949749367471|61406.1088889142|,3629227|1.96807391182097|71425.8697877627|,2339911|2.10304285874524|49209.3311864944|
Total,Primer trimestre del 2006,42740936|0.49081071399206|209777.093148489|,5843020|1.34763518778166|78742.5935491199|,9198907|1.0399164007049|95660.9425785912|,9558804|0.9689979276743|92624.6126704481|,7494587|1.06190725683293|79585.563222657|,4813931|1.34421245214938|64709.4599398794|,3496695|1.94866396695773|68138.8354994126|,2334992|2.67117309981418|62371.6781868131|
Total,Cuarto trimestre del 2005,42863703|0.431427362380905|184925.743271685|,5870632|1.34652336636511|79049.4316333072|,9325572|1.0298082719268|96035.5118604892|,8522318|1.10000279152155|93745.7359023436|,8264459|0.956456675095062|79045.9697659946|,4723127|1.2470705056573|58900.7237617365|,3879128|1.90419368946559|73866.1105822928|,2278467|2.14763076287214|48933.05821389|
Total,Tercer trimestre del 2005,42334898|0.45015081100124|190570.886683548|,6132060|1.31459387585962|80611.6852240372|,9337544|1.04493141157122|97570.930325284|,8211517|1.06698142868265|87615.3614031187|,7761517|0.985937233561589|76523.6859922125|,4492280|1.25115137368197|56205.2229296402|,4232583|1.93250023912928|81794.6765963453|,2167397|2.2700295323687|49200.5519836733|
Total,Segundo trimestre del 2005,41676868|0.479884042029949|200000.638749886|,6160432|1.26576379998666|77976.5181787939|,9496991|1.06190330754958|100848.861546686|,8043009|1.02579420624253|82504.7203295649|,7587080|1.05202695545364|79818.1267318318|,4350347|1.39282754859638|60592.8314755362|,3803312|2.05005237008615|77969.887797771|,2235697|2.21406120127271|49499.699855018|
Total,Primer trimestre del 2005,41441076|0.467096236409467|193569.706323587|,6042632|1.29645703958926|78340.1279404735|,9957308|1.0462175891396|104175.107700805|,7944476|1.12440882511163|89328.3892528751|,7306260|1.00569217197456|73478.4848841084|,4185416|1.34119800688287|56134.7159717568|,3764508|1.90470722831059|71702.8559863303|,2240476|2.34026897713289|52433.1647681079|
Aguascalientes,Primer trimestre del 2020,583762|1.57010114628642|9165.65385358452|,56286|5.35257472903125|3012.75021198253|,202309|3.24157164016489|6557.99116950119|,84821|4.13569220758625|3507.93548739673|,35744|6.66110703279675|2380.94609780287|,14759|14.4766789514864|2136.61304644988|,13421|11.8583245851837|1591.5057425775|,176422|3.92436984311459|6923.45176461962|
Aguascalientes,Cuarto trimestre del 2019,584992|1.65228490805937|9665.73452935468|,48167|5.84193908365522|2813.88679842421|,146110|3.73777206377716|5461.25876238481|,100117|4.0372698914071|4041.99349718004|,49155|5.86232079228333|2881.62378544687|,16268|11.1185752026391|1808.76981396533|,16395|12.161176940441|1993.82495938531|,208780|3.62106574765985|7560.06106796424|
Aguascalientes,Tercer trimestre del 2019,559634|1.69634217994447|9493.30759531045|,42291|6.33926519656184|2680.93864427797|,152218|3.51379311135283|5348.62559823905|,93211|4.04640138604027|3771.691195942|,43324|6.36595330182834|2757.98560848411|,17898|11.5257941215886|2062.88663188193|,12086|12.8438394620124|1552.30643737881|,198606|3.56522693918476|7080.75461483728|
Aguascalientes,Segundo trimestre del 2019,567023|1.53246464921921|8689.42702794223|,46025|5.7759340663887|2658.3736540554|,166554|3.44288321621144|5734.2597119288|,93463|4.13643266887556|3866.03406531117|,41714|6.14937013031241|2565.14825615852|,12656|12.1415565026755|1536.63539097862|,14978|11.0782567732178|1659.30129949256|,191633|3.50322976294138|6713.34429161745|
Aguascalientes,Primer trimestre del 2019,562439|1.4217484805665|7996.46793661339|,47032|6.02524463715188|2833.79305774527|,182076|3.2804244591082|5972.86563816585|,91418|3.90431198594524|3569.24393131142|,42619|6.76079765891495|2881.38435425296|,12260|14.7818783591673|1812.25828683392|,11680|11.6958840830593|1366.07926090133|,175354|3.59593260685486|6305.61166342427|
Aguascalientes,Cuarto trimestre del 2018,565560|1.53590684606466|8686.4747586033|,39708|6.9607899004077|2763.99045365389|,161189|3.81427174567437|6148.18648413506|,102003|4.09409908910024|4176.10389385492|,57984|5.28575667347062|3064.89314954521|,16751|11.2726721615252|1888.28531377709|,13916|10.3590876378259|1441.57063567985|,174009|3.63697727575653|6328.66778777117|
Aguascalientes,Tercer trimestre del 2018,562151|1.53840057875774|8648.13423749243|,43291|6.26163225160482|2710.72321804224|,148092|3.63604037778405|5384.68491626795|,89584|4.23376146419913|3792.77287008815|,60920|5.20655943674743|3171.83600886654|,14084|10.2851558474295|1448.56134955196|,13779|11.4771656631588|1581.43865672665|,192401|3.48325031008532|6701.80842910726|
Aguascalientes,Segundo trimestre del 2018,561287|1.58301249458802|8885.24334049826|,43248|5.95003250388323|2573.27005727942|,151364|3.4613592889961|5239.25187419606|,98313|4.37222505831656|4298.46562158276|,63264|5.42011078908639|3428.97888960761|,16846|10.3495020264247|1743.4771113715|,11303|10.7135580149295|1210.95346242748|,176949|3.70716639090965|6559.79385705072|
Aguascalientes,Primer trimestre del 2018,548446|1.51447422724845|8306.07332037503|,42027|6.71235181988412|2821.0000993427|,150183|3.50020644829318|5256.71505024015|,85137|4.4716376933135|3807.01818295632|,56987|5.46763223285992|3115.83958053988|,13348|11.5673140277762|1544.00507642757|,11713|12.1839082203618|1427.10116985097|,189051|3.73716947137488|7065.15625732893|
Aguascalientes,Cuarto trimestre del 2017,547208|1.53457811714976|8397.33422329285|,36437|6.66756653813042|2429.46121949858|,133710|3.68083374547397|4921.64280107325|,98076|4.28782741530177|4205.32961583136|,55797|5.40366113175136|3015.08080168331|,16294|9.37152641693944|1526.99651437611|,13285|12.1407509784215|1612.89876748329|,193609|3.48725513035372|6751.63978532654|
Aguascalientes,Tercer trimestre del 2017,543810|1.46324917416367|7957.29533401943|,32126|6.56579362818952|2109.32686099217|,129010|3.90688233984255|5040.26890663087|,100760|3.8161593157233|3845.1621265228|,59251|4.90127881165983|2904.05670869657|,18642|8.87063479548038|1653.66373857345|,14574|11.1102358196927|1619.20576836202|,189447|3.50295157186628|6636.2366643535|
Aguascalientes,Segundo trimestre del 2017,550320|1.54939402388233|8526.62519222922|,38474|6.4788990836664|2492.69163344981|,136294|3.78011559064696|5152.07074311637|,103719|4.05708620231088|4207.96923817483|,64387|4.72813692931923|3044.30552468077|,23531|9.37715751322754|2206.53893443757|,18015|10.0206138800002|1805.21359048204|,165900|3.58878639851334|5953.79663513362|
Aguascalientes,Primer trimestre del 2017,541302|1.45162917806863|7857.69777346907|,33727|7.09872650105212|2394.18748700985|,131049|3.90336374377134|5115.3191525749|,96778|4.01334016021067|3884.03034024868|,65153|4.97871190496791|3243.78016744374|,24493|8.5304026351805|2089.35151743476|,13442|11.2955900280445|1518.35321156974|,176660|3.77217015908187|6663.91580303403|
Aguascalientes,Cuarto trimestre del 2016,544839|1.50652961751661|8208.1609027813|,38867|6.34435843019277|2465.86179106303|,131776|3.93810524264756|5189.47756455125|,104125|3.81822441145589|3975.72616842845|,61865|4.94470443886336|3059.04140110282|,30432|7.93365557129787|2414.37006345737|,16131|10.0842878507655|1626.69647320699|,161643|3.96168499751258|6403.78648052926|
