"","code","year","cont","HDI","h"
"1","AFG",1990,"Asia",0.298,NA
"2","AFG",1991,"Asia",0.304,2.01342281879195
"3","AFG",1992,"Asia",0.312,2.63157894736843
"4","AFG",1993,"Asia",0.308,-1.28205128205129
"5","AFG",1994,"Asia",0.303,-1.62337662337663
"6","AFG",1995,"Asia",0.327,7.92079207920793
"7","AFG",1996,"Asia",0.331,1.22324159021407
"8","AFG",1997,"Asia",0.335,1.2084592145015
"9","AFG",1998,"Asia",0.339,1.19402985074626
"10","AFG",1999,"Asia",0.343,1.17994100294985
"11","AFG",2000,"Asia",0.345,0.583090379008722
"12","AFG",2001,"Asia",0.347,0.579710144927548
"13","AFG",2002,"Asia",0.378,8.93371757925072
"14","AFG",2003,"Asia",0.387,2.38095238095237
"15","AFG",2004,"Asia",0.4,3.359173126615
"16","AFG",2005,"Asia",0.41,2.49999999999999
"17","AFG",2006,"Asia",0.419,2.19512195121951
"18","AFG",2007,"Asia",0.431,2.86396181384247
"19","AFG",2008,"Asia",0.436,1.1600928074246
"20","AFG",2009,"Asia",0.447,2.52293577981653
"21","AFG",2010,"Asia",0.464,3.80313199105147
"22","AFG",2011,"Asia",0.465,0.215517241379315
"23","AFG",2012,"Asia",0.479,3.01075268817204
"24","AFG",2013,"Asia",0.485,1.2526096033403
"25","AFG",2014,"Asia",0.488,0.618556701030926
"26","AFG",2015,"Asia",0.49,0.409836065573765
"27","AFG",2016,"Asia",0.491,0.204081632653064
"28","AFG",2017,"Asia",0.493,0.407331975560088
"29","AFG",2018,"Asia",0.496,0.608519269776875
"30","AGO",1999,"Africa",0.384,NA
"31","AGO",2000,"Africa",0.394,2.60416666666667
"32","AGO",2001,"Africa",0.404,2.53807106598984
"33","AGO",2002,"Africa",0.419,3.71287128712869
"34","AGO",2003,"Africa",0.428,2.14797136038187
"35","AGO",2004,"Africa",0.44,2.80373831775702
"36","AGO",2005,"Africa",0.453,2.95454545454545
"37","AGO",2006,"Africa",0.466,2.86975717439293
"38","AGO",2007,"Africa",0.482,3.43347639484977
"39","AGO",2008,"Africa",0.494,2.48962655601661
"40","AGO",2009,"Africa",0.508,2.83400809716599
"41","AGO",2010,"Africa",0.51,0.393700787401574
"42","AGO",2011,"Africa",0.525,2.94117647058825
"43","AGO",2012,"Africa",0.537,2.28571428571429
"44","AGO",2013,"Africa",0.547,1.86219739292366
"45","AGO",2014,"Africa",0.557,1.82815356489945
"46","AGO",2015,"Africa",0.565,1.43626570915618
"47","AGO",2016,"Africa",0.57,0.884955752212391
"48","AGO",2017,"Africa",0.576,1.05263157894737
"49","AGO",2018,"Africa",0.574,-0.347222222222221
"50","ALB",1990,"Europe",0.644,NA
"51","ALB",1991,"Europe",0.625,-2.95031055900621
"52","ALB",1992,"Europe",0.608,-2.72
"53","ALB",1993,"Europe",0.611,0.493421052631571
"54","ALB",1994,"Europe",0.617,0.981996726677581
"55","ALB",1995,"Europe",0.629,1.94489465153971
"56","ALB",1996,"Europe",0.639,1.58982511923689
"57","ALB",1997,"Europe",0.639,0
"58","ALB",1998,"Europe",0.649,1.56494522691706
"59","ALB",1999,"Europe",0.66,1.69491525423728
"60","ALB",2000,"Europe",0.667,1.06060606060605
"61","ALB",2001,"Europe",0.673,0.899550224887546
"62","ALB",2002,"Europe",0.68,1.04011887072808
"63","ALB",2003,"Europe",0.687,1.02941176470588
"64","ALB",2004,"Europe",0.692,0.727802037845682
"65","ALB",2005,"Europe",0.702,1.44508670520231
"66","ALB",2006,"Europe",0.709,0.997150997151008
"67","ALB",2007,"Europe",0.718,1.26939351198871
"68","ALB",2008,"Europe",0.724,0.835654596100288
"69","ALB",2009,"Europe",0.729,0.690607734806625
"70","ALB",2010,"Europe",0.74,1.50891632373114
"71","ALB",2011,"Europe",0.759,2.56756756756757
"72","ALB",2012,"Europe",0.771,1.58102766798418
"73","ALB",2013,"Europe",0.781,1.29701686121919
"74","ALB",2014,"Europe",0.787,0.768245838668369
"75","ALB",2015,"Europe",0.788,0.127064803049559
"76","ALB",2016,"Europe",0.788,0
"77","ALB",2017,"Europe",0.789,0.126903553299496
"78","ALB",2018,"Europe",0.791,0.253485424588096
"79","AND",2000,"Europe",0.759,NA
"80","AND",2001,"Europe",0.767,1.0540184453228
"81","AND",2002,"Europe",0.78,1.69491525423728
"82","AND",2003,"Europe",0.82,5.12820512820511
"83","AND",2004,"Europe",0.826,0.731707317073171
"84","AND",2005,"Europe",0.819,-0.847457627118642
"85","AND",2006,"Europe",0.829,1.22100122100122
"86","AND",2007,"Europe",0.829,0
"87","AND",2008,"Europe",0.831,0.241254523522327
"88","AND",2009,"Europe",0.83,-0.120336943441635
"89","AND",2010,"Europe",0.828,-0.240963855421683
"90","AND",2011,"Europe",0.827,-0.120772946859904
"91","AND",2012,"Europe",0.849,2.6602176541717
"92","AND",2013,"Europe",0.846,-0.353356890459366
"93","AND",2014,"Europe",0.853,0.827423167848695
"94","AND",2015,"Europe",0.85,-0.351699882766709
"95","AND",2016,"Europe",0.854,0.470588235294112
"96","AND",2017,"Europe",0.852,-0.234192037470726
"97","AND",2018,"Europe",0.857,0.5868544600939
"98","ARE",1990,"Asia",0.724,NA
"99","ARE",1991,"Asia",0.735,1.51933701657458
"100","ARE",1992,"Asia",0.738,0.408163265306127
"101","ARE",1993,"Asia",0.745,0.948509485094862
"102","ARE",1994,"Asia",0.755,1.34228187919463
"103","ARE",1995,"Asia",0.764,1.19205298013245
"104","ARE",1996,"Asia",0.765,0.130890052356025
"105","ARE",1997,"Asia",0.766,0.130718954248366
"106","ARE",1998,"Asia",0.769,0.391644908616184
"107","ARE",1999,"Asia",0.776,0.910273081924573
"108","ARE",2000,"Asia",0.782,0.773195876288657
"109","ARE",2001,"Asia",0.787,0.639386189258317
"110","ARE",2002,"Asia",0.793,0.762388818297333
"111","ARE",2003,"Asia",0.798,0.630517023959642
"112","ARE",2004,"Asia",0.803,0.626566416040109
"113","ARE",2005,"Asia",0.809,0.747198007471983
"114","ARE",2006,"Asia",0.814,0.618046971569819
"115","ARE",2007,"Asia",0.819,0.614250614250622
"116","ARE",2008,"Asia",0.821,0.244200244200243
"117","ARE",2009,"Asia",0.819,-0.2436053593179
"118","ARE",2010,"Asia",0.821,0.244200244200243
"119","ARE",2011,"Asia",0.826,0.609013398294755
"120","ARE",2012,"Asia",0.832,0.726392251815988
"121","ARE",2013,"Asia",0.839,0.841346153846145
"122","ARE",2014,"Asia",0.847,0.953516090584028
"123","ARE",2015,"Asia",0.86,1.53482880755609
"124","ARE",2016,"Asia",0.863,0.348837209302322
"125","ARE",2017,"Asia",0.864,0.115874855156428
"126","ARE",2018,"Asia",0.866,0.231481481481488
"127","ARG",1990,"Americas",0.707,NA
"128","ARG",1991,"Americas",0.714,0.990099009900991
"129","ARG",1992,"Americas",0.719,0.700280112044815
"130","ARG",1993,"Americas",0.725,0.834492350486782
"131","ARG",1994,"Americas",0.729,0.551724137931031
"132","ARG",1995,"Americas",0.731,0.274348422496562
"133","ARG",1996,"Americas",0.738,0.957592339261293
"134","ARG",1997,"Americas",0.746,1.08401084010841
"135","ARG",1998,"Americas",0.752,0.804289544235925
"136","ARG",1999,"Americas",0.763,1.46276595744681
"137","ARG",2000,"Americas",0.77,0.917431192660545
"138","ARG",2001,"Americas",0.775,0.649350649350655
"139","ARG",2002,"Americas",0.77,-0.645161290322582
"140","ARG",2003,"Americas",0.775,0.649350649350655
"141","ARG",2004,"Americas",0.775,0
"142","ARG",2005,"Americas",0.777,0.258064516129042
"143","ARG",2006,"Americas",0.801,3.08880308880308
"144","ARG",2007,"Americas",0.806,0.624219725343322
"145","ARG",2008,"Americas",0.81,0.496277915632759
"146","ARG",2009,"Americas",0.81,0
"147","ARG",2010,"Americas",0.818,0.987654320987641
"148","ARG",2011,"Americas",0.823,0.611246943765287
"149","ARG",2012,"Americas",0.823,0
"150","ARG",2013,"Americas",0.824,0.121506682867567
"151","ARG",2014,"Americas",0.825,0.121359223300965
"152","ARG",2015,"Americas",0.828,0.363636363636366
"153","ARG",2016,"Americas",0.828,0
"154","ARG",2017,"Americas",0.832,0.483091787439616
"155","ARG",2018,"Americas",0.83,-0.240384615384615
"156","ARM",1990,"Asia",0.633,NA
"157","ARM",1991,"Asia",0.629,-0.631911532385465
"158","ARM",1992,"Asia",0.585,-6.99523052464229
"159","ARM",1993,"Asia",0.59,0.854700854700852
"160","ARM",1994,"Asia",0.6,1.69491525423728
"161","ARM",1995,"Asia",0.604,0.66666666666666
"162","ARM",1996,"Asia",0.614,1.65562913907285
"163","ARM",1997,"Asia",0.625,1.79153094462541
"164","ARM",1998,"Asia",0.637,1.92000000000001
"165","ARM",1999,"Asia",0.644,1.09890109890109
"166","ARM",2000,"Asia",0.649,0.77639751552796
"167","ARM",2001,"Asia",0.653,0.616332819722643
"168","ARM",2002,"Asia",0.663,1.53139356814702
"169","ARM",2003,"Asia",0.672,1.35746606334841
"170","ARM",2004,"Asia",0.681,1.33928571428572
"171","ARM",2005,"Asia",0.694,1.90895741556534
"172","ARM",2006,"Asia",0.708,2.01729106628241
"173","ARM",2007,"Asia",0.724,2.25988700564972
"174","ARM",2008,"Asia",0.727,0.41436464088398
"175","ARM",2009,"Asia",0.724,-0.412654745529573
"176","ARM",2010,"Asia",0.729,0.690607734806625
"177","ARM",2011,"Asia",0.733,0.548696844993146
"178","ARM",2012,"Asia",0.737,0.545702592087305
"179","ARM",2013,"Asia",0.743,0.814111261872452
"180","ARM",2014,"Asia",0.746,0.403768506056523
"181","ARM",2015,"Asia",0.748,0.268096514745308
"182","ARM",2016,"Asia",0.751,0.401069518716568
"183","ARM",2017,"Asia",0.758,0.932090545938746
"184","ARM",2018,"Asia",0.76,0.263852242744056
"185","ATG",2005,"Americas",0.773,NA
"186","ATG",2006,"Americas",0.779,0.776196636481252
"187","ATG",2007,"Americas",0.784,0.641848523748401
"188","ATG",2008,"Americas",0.783,-0.127551020408168
"189","ATG",2009,"Americas",0.776,-0.893997445721584
"190","ATG",2010,"Americas",0.772,-0.515463917525771
"191","ATG",2011,"Americas",0.764,-1.03626943005182
"192","ATG",2012,"Americas",0.767,0.392670157068054
"193","ATG",2013,"Americas",0.767,0
"194","ATG",2014,"Americas",0.767,0
"195","ATG",2015,"Americas",0.77,0.391134289439377
"196","ATG",2016,"Americas",0.772,0.259740259740271
"197","ATG",2017,"Americas",0.774,0.259067357512954
"198","ATG",2018,"Americas",0.776,0.258397932816545
"199","AUS",1990,"Oceania",0.866,NA
"200","AUS",1991,"Oceania",0.867,0.115473441108538
"201","AUS",1992,"Oceania",0.868,0.115340253748553
"202","AUS",1993,"Oceania",0.872,0.460829493087567
"203","AUS",1994,"Oceania",0.875,0.344036697247696
"204","AUS",1995,"Oceania",0.883,0.914285714285712
"205","AUS",1996,"Oceania",0.886,0.339750849377118
"206","AUS",1997,"Oceania",0.889,0.338600451467275
"207","AUS",1998,"Oceania",0.892,0.337457817772768
"208","AUS",1999,"Oceania",0.895,0.336322869955152
"209","AUS",2000,"Oceania",0.898,0.335195530726251
"210","AUS",2001,"Oceania",0.9,0.222717149220486
"211","AUS",2002,"Oceania",0.903,0.333333333333341
"212","AUS",2003,"Oceania",0.904,0.110741971207085
"213","AUS",2004,"Oceania",0.907,0.331858407079655
"214","AUS",2005,"Oceania",0.902,-0.551267916207276
"215","AUS",2006,"Oceania",0.905,0.332594235033268
"216","AUS",2007,"Oceania",0.908,0.331491712707188
"217","AUS",2008,"Oceania",0.922,1.54185022026432
"218","AUS",2009,"Oceania",0.923,0.108459869848154
"219","AUS",2010,"Oceania",0.926,0.325027085590457
"220","AUS",2011,"Oceania",0.928,0.21598272138228
"221","AUS",2012,"Oceania",0.932,0.43103448275863
"222","AUS",2013,"Oceania",0.926,-0.643776824034337
"223","AUS",2014,"Oceania",0.929,0.32397408207343
"224","AUS",2015,"Oceania",0.933,0.430570505920347
"225","AUS",2016,"Oceania",0.935,0.214362272240076
"226","AUS",2017,"Oceania",0.937,0.213903743315513
"227","AUS",2018,"Oceania",0.938,0.106723585912483
"228","AUT",1990,"Europe",0.795,NA
"229","AUT",1991,"Europe",0.799,0.50314465408805
"230","AUT",1992,"Europe",0.805,0.750938673341683
"231","AUT",1993,"Europe",0.809,0.496894409937898
"232","AUT",1994,"Europe",0.813,0.494437577255868
"233","AUT",1995,"Europe",0.817,0.492004920049194
"234","AUT",1996,"Europe",0.82,0.367197062423497
"235","AUT",1997,"Europe",0.824,0.487804878048781
"236","AUT",1998,"Europe",0.828,0.485436893203883
"237","AUT",1999,"Europe",0.834,0.724637681159424
"238","AUT",2000,"Europe",0.838,0.479616306954433
"239","AUT",2001,"Europe",0.849,1.31264916467781
"240","AUT",2002,"Europe",0.838,-1.29564193168433
"241","AUT",2003,"Europe",0.842,0.477326968973757
"242","AUT",2004,"Europe",0.849,0.831353919239897
"243","AUT",2005,"Europe",0.855,0.706713780918733
"244","AUT",2006,"Europe",0.861,0.701754385964914
"245","AUT",2007,"Europe",0.881,2.32288037166086
"246","AUT",2008,"Europe",0.884,0.340522133938714
"247","AUT",2009,"Europe",0.886,0.226244343891402
"248","AUT",2010,"Europe",0.895,1.0158013544018
"249","AUT",2011,"Europe",0.897,0.223463687150849
"250","AUT",2012,"Europe",0.899,0.222965440356737
"251","AUT",2013,"Europe",0.896,-0.333704115684097
"252","AUT",2014,"Europe",0.904,0.89285714285714
"253","AUT",2015,"Europe",0.906,0.221238938053103
"254","AUT",2016,"Europe",0.909,0.33112582781456
"255","AUT",2017,"Europe",0.912,0.330033003300323
"256","AUT",2018,"Europe",0.914,0.219298245614041
"257","AZE",1995,"Asia",0.612,NA
"258","AZE",1996,"Asia",0.612,0
"259","AZE",1997,"Asia",0.618,0.980392156862742
"260","AZE",1998,"Asia",0.627,1.45631067961165
"261","AZE",1999,"Asia",0.634,1.11642743221692
"262","AZE",2000,"Asia",0.641,1.10410094637223
"263","AZE",2001,"Asia",0.649,1.24804992199687
"264","AZE",2002,"Asia",0.658,1.38674884437597
"265","AZE",2003,"Asia",0.667,1.36778115501519
"266","AZE",2004,"Asia",0.674,1.04947526236883
"267","AZE",2005,"Asia",0.681,1.03857566765579
"268","AZE",2006,"Asia",0.707,3.81791483113068
"269","AZE",2007,"Asia",0.712,0.707213578500698
"270","AZE",2008,"Asia",0.721,1.26404494382022
"271","AZE",2009,"Asia",0.734,1.80305131761442
"272","AZE",2010,"Asia",0.732,-0.272479564032702
"273","AZE",2011,"Asia",0.731,-0.136612021857918
"274","AZE",2012,"Asia",0.736,0.683994528043774
"275","AZE",2013,"Asia",0.741,0.679347826086962
"276","AZE",2014,"Asia",0.746,0.674763832658565
"277","AZE",2015,"Asia",0.749,0.402144772117974
"278","AZE",2016,"Asia",0.749,0
"279","AZE",2017,"Asia",0.752,0.400534045393863
"280","AZE",2018,"Asia",0.754,0.265957446808507
"281","BDI",1990,"Africa",0.295,NA
"282","BDI",1991,"Africa",0.298,1.01694915254238
"283","BDI",1992,"Africa",0.294,-1.34228187919463
"284","BDI",1993,"Africa",0.294,0
"285","BDI",1994,"Africa",0.291,-1.02040816326531
"286","BDI",1995,"Africa",0.287,-1.3745704467354
"287","BDI",1996,"Africa",0.283,-1.39372822299652
"288","BDI",1997,"Africa",0.283,0
"289","BDI",1998,"Africa",0.287,1.41342756183747
"290","BDI",1999,"Africa",0.288,0.348432055749126
"291","BDI",2000,"Africa",0.293,1.73611111111112
"292","BDI",2001,"Africa",0.294,0.34129692832765
"293","BDI",2002,"Africa",0.304,3.40136054421769
"294","BDI",2003,"Africa",0.312,2.63157894736843
"295","BDI",2004,"Africa",0.322,3.20512820512822
"296","BDI",2005,"Africa",0.329,2.17391304347827
"297","BDI",2006,"Africa",0.351,6.68693009118539
"298","BDI",2007,"Africa",0.363,3.41880341880343
"299","BDI",2008,"Africa",0.375,3.30578512396695
"300","BDI",2009,"Africa",0.391,4.26666666666666
"301","BDI",2010,"Africa",0.402,2.81329923273657
"302","BDI",2011,"Africa",0.41,1.99004975124377
"303","BDI",2012,"Africa",0.416,1.46341463414634
"304","BDI",2013,"Africa",0.422,1.44230769230769
"305","BDI",2014,"Africa",0.429,1.65876777251186
"306","BDI",2015,"Africa",0.427,-0.466200466200462
"307","BDI",2016,"Africa",0.427,0
"308","BDI",2017,"Africa",0.421,-1.40515222482436
"309","BDI",2018,"Africa",0.423,0.475059382422804
"310","BEL",1990,"Europe",0.806,NA
"311","BEL",1991,"Europe",0.81,0.496277915632759
"312","BEL",1992,"Europe",0.825,1.85185185185184
"313","BEL",1993,"Europe",0.838,1.57575757575759
"314","BEL",1994,"Europe",0.845,0.835322195704058
"315","BEL",1995,"Europe",0.851,0.710059171597632
"316","BEL",1996,"Europe",0.857,0.705052878965917
"317","BEL",1997,"Europe",0.862,0.583430571761956
"318","BEL",1998,"Europe",0.866,0.464037122969829
"319","BEL",1999,"Europe",0.868,0.230946882217098
"320","BEL",2000,"Europe",0.873,0.576036866359453
"321","BEL",2001,"Europe",0.876,0.343642611683848
"322","BEL",2002,"Europe",0.879,0.342465753424648
"323","BEL",2003,"Europe",0.882,0.34129692832765
"324","BEL",2004,"Europe",0.885,0.340136054421758
"325","BEL",2005,"Europe",0.889,0.451977401129944
"326","BEL",2006,"Europe",0.896,0.787401574803148
"327","BEL",2007,"Europe",0.899,0.334821428571419
"328","BEL",2008,"Europe",0.899,0
"329","BEL",2009,"Europe",0.899,0
"330","BEL",2010,"Europe",0.903,0.444938820912122
"331","BEL",2011,"Europe",0.904,0.110741971207085
"332","BEL",2012,"Europe",0.905,0.110619469026552
"333","BEL",2013,"Europe",0.908,0.331491712707188
"334","BEL",2014,"Europe",0.91,0.220264317180607
"335","BEL",2015,"Europe",0.913,0.329670329670328
"336","BEL",2016,"Europe",0.915,0.219058050383358
"337","BEL",2017,"Europe",0.917,0.218579234972682
"338","BEL",2018,"Europe",0.919,0.218102508178841
"339","BEN",1990,"Africa",0.348,NA
"340","BEN",1991,"Africa",0.354,1.72413793103448
"341","BEN",1992,"Africa",0.358,1.12994350282487
"342","BEN",1993,"Africa",0.365,1.95530726256983
"343","BEN",1994,"Africa",0.368,0.821917808219186
"344","BEN",1995,"Africa",0.373,1.35869565217392
"345","BEN",1996,"Africa",0.377,1.07238605898123
"346","BEN",1997,"Africa",0.381,1.06100795755968
"347","BEN",1998,"Africa",0.385,1.04986876640421
"348","BEN",1999,"Africa",0.391,1.55844155844156
"349","BEN",2000,"Africa",0.398,1.79028132992327
"350","BEN",2001,"Africa",0.41,3.01507537688441
"351","BEN",2002,"Africa",0.419,2.19512195121951
"352","BEN",2003,"Africa",0.426,1.67064439140812
"353","BEN",2004,"Africa",0.434,1.87793427230047
"354","BEN",2005,"Africa",0.44,1.38248847926268
"355","BEN",2006,"Africa",0.447,1.59090909090909
"356","BEN",2007,"Africa",0.455,1.78970917225951
"357","BEN",2008,"Africa",0.462,1.53846153846153
"358","BEN",2009,"Africa",0.468,1.29870129870131
"359","BEN",2010,"Africa",0.473,1.06837606837606
"360","BEN",2011,"Africa",0.479,1.26849894291754
"361","BEN",2012,"Africa",0.489,2.08768267223383
"362","BEN",2013,"Africa",0.5,2.24948875255624
"363","BEN",2014,"Africa",0.505,1
"364","BEN",2015,"Africa",0.51,0.990099009900991
"365","BEN",2016,"Africa",0.512,0.392156862745097
"366","BEN",2017,"Africa",0.515,0.5859375
"367","BEN",2018,"Africa",0.52,0.970873786407767
"368","BFA",2000,"Africa",0.286,NA
"369","BFA",2001,"Africa",0.29,1.3986013986014
"370","BFA",2002,"Africa",0.296,2.06896551724138
"371","BFA",2003,"Africa",0.303,2.36486486486487
"372","BFA",2004,"Africa",0.312,2.97029702970297
"373","BFA",2005,"Africa",0.324,3.84615384615385
"374","BFA",2006,"Africa",0.333,2.77777777777779
"375","BFA",2007,"Africa",0.344,3.30330330330328
"376","BFA",2008,"Africa",0.357,3.77906976744187
"377","BFA",2009,"Africa",0.366,2.52100840336136
"378","BFA",2010,"Africa",0.375,2.45901639344261
"379","BFA",2011,"Africa",0.385,2.66666666666666
"380","BFA",2012,"Africa",0.394,2.33766233766235
"381","BFA",2013,"Africa",0.401,1.77664974619289
"382","BFA",2014,"Africa",0.405,0.99750623441397
"383","BFA",2015,"Africa",0.413,1.9753086419753
"384","BFA",2016,"Africa",0.42,1.69491525423728
"385","BFA",2017,"Africa",0.429,2.14285714285714
"386","BFA",2018,"Africa",0.434,1.16550116550116
"387","BGD",1990,"Asia",0.388,NA
"388","BGD",1991,"Asia",0.395,1.8041237113402
"389","BGD",1992,"Asia",0.403,2.02531645569621
"390","BGD",1993,"Asia",0.411,1.98511166253101
"391","BGD",1994,"Asia",0.419,1.94647201946472
"392","BGD",1995,"Asia",0.427,1.90930787589498
"393","BGD",1996,"Asia",0.436,2.10772833723654
"394","BGD",1997,"Asia",0.444,1.83486238532111
"395","BGD",1998,"Asia",0.453,2.02702702702704
"396","BGD",1999,"Asia",0.462,1.98675496688743
"397","BGD",2000,"Asia",0.47,1.73160173160172
"398","BGD",2001,"Asia",0.479,1.91489361702128
"399","BGD",2002,"Asia",0.485,1.2526096033403
"400","BGD",2003,"Asia",0.492,1.44329896907216
"401","BGD",2004,"Asia",0.499,1.42276422764227
"402","BGD",2005,"Asia",0.506,1.40280561122244
"403","BGD",2006,"Asia",0.514,1.58102766798418
"404","BGD",2007,"Asia",0.521,1.36186770428015
"405","BGD",2008,"Asia",0.524,0.575815738963525
"406","BGD",2009,"Asia",0.535,2.09923664122138
"407","BGD",2010,"Asia",0.549,2.61682242990655
"408","BGD",2011,"Asia",0.559,1.82149362477231
"409","BGD",2012,"Asia",0.567,1.43112701252235
"410","BGD",2013,"Asia",0.572,0.881834215167543
"411","BGD",2014,"Asia",0.572,0
"412","BGD",2015,"Asia",0.588,2.79720279720279
"413","BGD",2016,"Asia",0.599,1.87074829931972
"414","BGD",2017,"Asia",0.609,1.669449081803
"415","BGD",2018,"Asia",0.614,0.821018062397383
"416","BGR",1990,"Europe",0.694,NA
"417","BGR",1991,"Europe",0.691,-0.432276657060515
"418","BGR",1992,"Europe",0.691,0
"419","BGR",1993,"Europe",0.69,-0.14471780028944
"420","BGR",1994,"Europe",0.691,0.144927536231876
"421","BGR",1995,"Europe",0.697,0.868306801736618
"422","BGR",1996,"Europe",0.703,0.860832137733136
"423","BGR",1997,"Europe",0.704,0.142247510668558
"424","BGR",1998,"Europe",0.71,0.852272727272729
"425","BGR",1999,"Europe",0.709,-0.140845070422535
"426","BGR",2000,"Europe",0.712,0.423131170662905
"427","BGR",2001,"Europe",0.722,1.40449438202248
"428","BGR",2002,"Europe",0.729,0.969529085872578
"429","BGR",2003,"Europe",0.738,1.23456790123457
"430","BGR",2004,"Europe",0.745,0.948509485094862
"431","BGR",2005,"Europe",0.75,0.671140939597326
"432","BGR",2006,"Europe",0.756,0.800000000000001
"433","BGR",2007,"Europe",0.764,1.05820105820107
"434","BGR",2008,"Europe",0.771,0.916230366492155
"435","BGR",2009,"Europe",0.774,0.389105058365757
"436","BGR",2010,"Europe",0.779,0.645994832041352
"437","BGR",2011,"Europe",0.782,0.385109114249027
"438","BGR",2012,"Europe",0.786,0.511508951406658
"439","BGR",2013,"Europe",0.792,0.763358778625944
"440","BGR",2014,"Europe",0.797,0.631313131313127
"441","BGR",2015,"Europe",0.807,1.25470514429109
"442","BGR",2016,"Europe",0.812,0.619578686493183
"443","BGR",2017,"Europe",0.813,0.123152709359586
"444","BGR",2018,"Europe",0.816,0.369003690036895
"445","BHR",1990,"Asia",0.736,NA
"446","BHR",1991,"Asia",0.755,2.58152173913044
"447","BHR",1992,"Asia",0.756,0.132450331125833
"448","BHR",1993,"Asia",0.764,1.05820105820107
"449","BHR",1994,"Asia",0.768,0.523560209424079
"450","BHR",1995,"Asia",0.775,0.911458333333326
"451","BHR",1996,"Asia",0.779,0.516129032258061
"452","BHR",1997,"Asia",0.781,0.256739409499351
"453","BHR",1998,"Asia",0.784,0.384122919334184
"454","BHR",1999,"Asia",0.786,0.255102040816335
"455","BHR",2000,"Asia",0.792,0.763358778625944
"456","BHR",2001,"Asia",0.792,0
"457","BHR",2002,"Asia",0.792,0
"458","BHR",2003,"Asia",0.793,0.12626262626263
"459","BHR",2004,"Asia",0.792,-0.126103404791933
"460","BHR",2005,"Asia",0.792,0
"461","BHR",2006,"Asia",0.793,0.12626262626263
"462","BHR",2007,"Asia",0.796,0.378310214375799
"463","BHR",2008,"Asia",0.796,0
"464","BHR",2009,"Asia",0.794,-0.251256281407031
"465","BHR",2010,"Asia",0.796,0.251889168765751
"466","BHR",2011,"Asia",0.798,0.251256281407031
"467","BHR",2012,"Asia",0.8,0.250626566416035
"468","BHR",2013,"Asia",0.807,0.875000000000004
"469","BHR",2014,"Asia",0.81,0.371747211895901
"470","BHR",2015,"Asia",0.834,2.96296296296295
"471","BHR",2016,"Asia",0.839,0.599520383693042
"472","BHR",2017,"Asia",0.839,0
"473","BHR",2018,"Asia",0.838,-0.119189511323003
"474","BHS",2000,"Americas",0.787,NA
"475","BHS",2001,"Americas",0.788,0.127064803049559
"476","BHS",2002,"Americas",0.79,0.253807106598991
"477","BHS",2003,"Americas",0.789,-0.126582278481013
"478","BHS",2004,"Americas",0.79,0.126742712294048
"479","BHS",2005,"Americas",0.791,0.126582278481013
"480","BHS",2006,"Americas",0.794,0.379266750948171
"481","BHS",2007,"Americas",0.794,0
"482","BHS",2008,"Americas",0.794,0
"483","BHS",2009,"Americas",0.793,-0.125944584382875
"484","BHS",2010,"Americas",0.795,0.252206809583866
"485","BHS",2011,"Americas",0.795,0
"486","BHS",2012,"Americas",0.797,0.251572327044025
"487","BHS",2013,"Americas",0.797,0
"488","BHS",2014,"Americas",0.796,-0.125470514429105
"489","BHS",2015,"Americas",0.799,0.376884422110546
"490","BHS",2016,"Americas",0.8,0.125156445556951
"491","BHS",2017,"Americas",0.804,0.499999999999989
"492","BHS",2018,"Americas",0.805,0.124378109452739
"493","BIH",2000,"Europe",0.669,NA
"494","BIH",2001,"Europe",0.675,0.896860986547088
"495","BIH",2002,"Europe",0.681,0.888888888888895
"496","BIH",2003,"Europe",0.686,0.734214390602062
"497","BIH",2004,"Europe",0.692,0.874635568513105
"498","BIH",2005,"Europe",0.7,1.15606936416186
"499","BIH",2006,"Europe",0.706,0.857142857142867
"500","BIH",2007,"Europe",0.713,0.991501416430607
"501","BIH",2008,"Europe",0.72,0.981767180925663
"502","BIH",2009,"Europe",0.72,0
"503","BIH",2010,"Europe",0.714,-0.83333333333333
"504","BIH",2011,"Europe",0.722,1.1204481792717
"505","BIH",2012,"Europe",0.741,2.63157894736843
"506","BIH",2013,"Europe",0.748,0.944669365721995
"507","BIH",2014,"Europe",0.754,0.802139037433158
"508","BIH",2015,"Europe",0.755,0.132625994694968
"509","BIH",2016,"Europe",0.765,1.32450331125828
"510","BIH",2017,"Europe",0.767,0.261437908496731
"511","BIH",2018,"Europe",0.769,0.260756192959577
"512","BLR",1995,"Europe",0.656,NA
"513","BLR",1996,"Europe",0.661,0.762195121951215
"514","BLR",1997,"Europe",0.667,0.907715582450841
"515","BLR",1998,"Europe",0.671,0.599700149925031
"516","BLR",1999,"Europe",0.676,0.745156482861398
"517","BLR",2000,"Europe",0.682,0.887573964497035
"518","BLR",2001,"Europe",0.689,1.02639296187681
"519","BLR",2002,"Europe",0.696,1.01596516690856
"520","BLR",2003,"Europe",0.704,1.14942528735633
"521","BLR",2004,"Europe",0.714,1.42045454545454
"522","BLR",2005,"Europe",0.724,1.40056022408963
"523","BLR",2006,"Europe",0.74,2.20994475138121
"524","BLR",2007,"Europe",0.756,2.16216216216216
"525","BLR",2008,"Europe",0.774,2.38095238095237
"526","BLR",2009,"Europe",0.784,1.29198966408268
