"","code","year","cont","HDI","h"
"1052","CRI",1990,"Americas",0.655,NA
"1053","CRI",1991,"Americas",0.661,0.916030534351142
"1054","CRI",1992,"Americas",0.67,1.36157337367624
"1055","CRI",1993,"Americas",0.676,0.8955223880597
"1056","CRI",1994,"Americas",0.682,0.887573964497035
"1057","CRI",1995,"Americas",0.687,0.733137829912023
"1058","CRI",1996,"Americas",0.69,0.436681222707413
"1059","CRI",1997,"Americas",0.696,0.869565217391299
"1060","CRI",1998,"Americas",0.702,0.862068965517238
"1061","CRI",1999,"Americas",0.706,0.56980056980056
"1062","CRI",2000,"Americas",0.711,0.708215297450421
"1063","CRI",2001,"Americas",0.714,0.421940928270037
"1064","CRI",2002,"Americas",0.717,0.420168067226889
"1065","CRI",2003,"Americas",0.72,0.418410041841
"1066","CRI",2004,"Americas",0.724,0.555555555555554
"1067","CRI",2005,"Americas",0.728,0.552486187845314
"1068","CRI",2006,"Americas",0.734,0.824175824175821
"1069","CRI",2007,"Americas",0.742,1.08991825613078
"1070","CRI",2008,"Americas",0.75,1.07816711590296
"1071","CRI",2009,"Americas",0.751,0.133333333333341
"1072","CRI",2010,"Americas",0.754,0.399467376830898
"1073","CRI",2011,"Americas",0.768,1.85676392572944
"1074","CRI",2012,"Americas",0.774,0.78125
"1075","CRI",2013,"Americas",0.777,0.387596899224807
"1076","CRI",2014,"Americas",0.785,1.02960102960103
"1077","CRI",2015,"Americas",0.786,0.127388535031847
"1078","CRI",2016,"Americas",0.789,0.381679389312972
"1079","CRI",2017,"Americas",0.792,0.380228136882121
"1080","CRI",2018,"Americas",0.794,0.25252525252526
"1081","CUB",1990,"Americas",0.676,NA
"1082","CUB",1991,"Americas",0.67,-0.887573964497046
"1083","CUB",1992,"Americas",0.663,-1.04477611940299
"1084","CUB",1993,"Americas",0.656,-1.05580693815988
"1085","CUB",1994,"Americas",0.652,-0.609756097560976
"1086","CUB",1995,"Americas",0.654,0.306748466257667
"1087","CUB",1996,"Americas",0.665,1.68195718654434
"1088","CUB",1997,"Americas",0.669,0.601503759398492
"1089","CUB",1998,"Americas",0.672,0.448430493273544
"1090","CUB",1999,"Americas",0.679,1.04166666666667
"1091","CUB",2000,"Americas",0.686,1.03092783505154
"1092","CUB",2001,"Americas",0.692,0.874635568513105
"1093","CUB",2002,"Americas",0.693,0.144508670520227
"1094","CUB",2003,"Americas",0.704,1.58730158730158
"1095","CUB",2004,"Americas",0.718,1.98863636363638
"1096","CUB",2005,"Americas",0.73,1.67130919220055
"1097","CUB",2006,"Americas",0.752,3.01369863013699
"1098","CUB",2007,"Americas",0.768,2.12765957446808
"1099","CUB",2008,"Americas",0.778,1.30208333333333
"1100","CUB",2009,"Americas",0.78,0.257069408740351
"1101","CUB",2010,"Americas",0.776,-0.512820512820511
"1102","CUB",2011,"Americas",0.775,-0.128865979381443
"1103","CUB",2012,"Americas",0.764,-1.41935483870967
"1104","CUB",2013,"Americas",0.762,-0.261780104712039
"1105","CUB",2014,"Americas",0.764,0.262467191601057
"1106","CUB",2015,"Americas",0.768,0.523560209424079
"1107","CUB",2016,"Americas",0.771,0.390625
"1108","CUB",2017,"Americas",0.777,0.778210116731515
"1109","CUB",2018,"Americas",0.778,0.128700128700121
"1110","CYP",1990,"Asia",0.731,NA
"1111","CYP",1991,"Asia",0.733,0.273597811217519
"1112","CYP",1992,"Asia",0.738,0.682128240109137
"1113","CYP",1993,"Asia",0.775,5.01355013550135
"1114","CYP",1994,"Asia",0.779,0.516129032258061
"1115","CYP",1995,"Asia",0.783,0.513478818998725
"1116","CYP",1996,"Asia",0.786,0.383141762452111
"1117","CYP",1997,"Asia",0.789,0.381679389312972
"1118","CYP",1998,"Asia",0.797,1.01394169835234
"1119","CYP",1999,"Asia",0.797,0
"1120","CYP",2000,"Asia",0.799,0.250941028858209
"1121","CYP",2001,"Asia",0.805,0.750938673341683
"1122","CYP",2002,"Asia",0.814,1.11801242236023
"1123","CYP",2003,"Asia",0.822,0.982800982800991
"1124","CYP",2004,"Asia",0.826,0.486618004866179
"1125","CYP",2005,"Asia",0.83,0.484261501210659
"1126","CYP",2006,"Asia",0.836,0.72289156626506
"1127","CYP",2007,"Asia",0.844,0.956937799043067
"1128","CYP",2008,"Asia",0.852,0.947867298578209
"1129","CYP",2009,"Asia",0.854,0.234741784037551
"1130","CYP",2010,"Asia",0.85,-0.468384074941453
"1131","CYP",2011,"Asia",0.853,0.352941176470578
"1132","CYP",2012,"Asia",0.852,-0.11723329425557
"1133","CYP",2013,"Asia",0.854,0.234741784037551
"1134","CYP",2014,"Asia",0.856,0.234192037470726
"1135","CYP",2015,"Asia",0.864,0.934579439252348
"1136","CYP",2016,"Asia",0.869,0.578703703703698
"1137","CYP",2017,"Asia",0.871,0.230149597238194
"1138","CYP",2018,"Asia",0.873,0.229621125143509
"1139","CZE",1990,"Europe",0.73,NA
"1140","CZE",1991,"Europe",0.726,-0.54794520547945
"1141","CZE",1992,"Europe",0.728,0.275482093663904
"1142","CZE",1993,"Europe",0.735,0.961538461538458
"1143","CZE",1994,"Europe",0.744,1.22448979591836
"1144","CZE",1995,"Europe",0.753,1.20967741935485
"1145","CZE",1996,"Europe",0.767,1.85922974767596
"1146","CZE",1997,"Europe",0.774,0.912646675358531
"1147","CZE",1998,"Europe",0.775,0.129198966408262
"1148","CZE",1999,"Europe",0.784,1.16129032258065
"1149","CZE",2000,"Europe",0.796,1.53061224489797
"1150","CZE",2001,"Europe",0.806,1.25628140703518
"1151","CZE",2002,"Europe",0.813,0.868486352357301
"1152","CZE",2003,"Europe",0.822,1.10701107011071
"1153","CZE",2004,"Europe",0.825,0.364963503649629
"1154","CZE",2005,"Europe",0.835,1.21212121212122
"1155","CZE",2006,"Europe",0.843,0.958083832335332
"1156","CZE",2007,"Europe",0.85,0.830367734282333
"1157","CZE",2008,"Europe",0.854,0.470588235294112
"1158","CZE",2009,"Europe",0.857,0.351288056206078
"1159","CZE",2010,"Europe",0.862,0.583430571761956
"1160","CZE",2011,"Europe",0.865,0.348027842227383
"1161","CZE",2012,"Europe",0.865,0
"1162","CZE",2013,"Europe",0.874,1.04046242774567
"1163","CZE",2014,"Europe",0.879,0.572082379862704
"1164","CZE",2015,"Europe",0.882,0.34129692832765
"1165","CZE",2016,"Europe",0.885,0.340136054421758
"1166","CZE",2017,"Europe",0.888,0.338983050847452
"1167","CZE",2018,"Europe",0.891,0.337837837837829
"1168","DEU",1990,"Europe",0.801,NA
"1169","DEU",1991,"Europe",0.809,0.998751560549316
"1170","DEU",1992,"Europe",0.814,0.618046971569819
"1171","DEU",1993,"Europe",0.824,1.22850122850122
"1172","DEU",1994,"Europe",0.829,0.606796116504849
"1173","DEU",1995,"Europe",0.834,0.603136308805796
"1174","DEU",1996,"Europe",0.839,0.599520383693042
"1175","DEU",1997,"Europe",0.844,0.595947556615029
"1176","DEU",1998,"Europe",0.853,1.06635071090047
"1177","DEU",1999,"Europe",0.861,0.937866354044559
"1178","DEU",2000,"Europe",0.869,0.929152148664336
"1179","DEU",2001,"Europe",0.876,0.805523590333723
"1180","DEU",2002,"Europe",0.883,0.799086757990874
"1181","DEU",2003,"Europe",0.889,0.679501698754237
"1182","DEU",2004,"Europe",0.899,1.12485939257594
"1183","DEU",2005,"Europe",0.9,0.111234705228025
"1184","DEU",2006,"Europe",0.91,1.11111111111111
"1185","DEU",2007,"Europe",0.914,0.439560439560438
"1186","DEU",2008,"Europe",0.916,0.218818380743979
"1187","DEU",2009,"Europe",0.916,0
"1188","DEU",2010,"Europe",0.92,0.436681222707413
"1189","DEU",2011,"Europe",0.925,0.543478260869557
"1190","DEU",2012,"Europe",0.927,0.216216216216214
"1191","DEU",2013,"Europe",0.927,0
"1192","DEU",2014,"Europe",0.93,0.323624595469263
"1193","DEU",2015,"Europe",0.933,0.322580645161286
"1194","DEU",2016,"Europe",0.936,0.321543408360125
"1195","DEU",2017,"Europe",0.938,0.213675213675213
"1196","DEU",2018,"Europe",0.939,0.106609808102354
"1197","DJI",1995,"Africa",0.353,NA
"1198","DJI",1996,"Africa",0.351,-0.566572237960339
"1199","DJI",1997,"Africa",0.355,1.13960113960114
"1200","DJI",1998,"Africa",0.356,0.28169014084507
"1201","DJI",1999,"Africa",0.36,1.12359550561798
"1202","DJI",2000,"Africa",0.361,0.277777777777777
"1203","DJI",2001,"Africa",0.37,2.49307479224377
"1204","DJI",2002,"Africa",0.376,1.62162162162163
"1205","DJI",2003,"Africa",0.386,2.65957446808511
"1206","DJI",2004,"Africa",0.394,2.07253886010363
"1207","DJI",2005,"Africa",0.402,2.03045685279188
"1208","DJI",2006,"Africa",0.414,2.98507462686566
"1209","DJI",2007,"Africa",0.424,2.41545893719808
"1210","DJI",2008,"Africa",0.432,1.88679245283019
"1211","DJI",2009,"Africa",0.437,1.15740740740742
"1212","DJI",2010,"Africa",0.446,2.05949656750573
"1213","DJI",2011,"Africa",0.451,1.12107623318385
"1214","DJI",2012,"Africa",0.459,1.77383592017739
"1215","DJI",2013,"Africa",0.467,1.74291938997821
"1216","DJI",2014,"Africa",0.475,1.71306209850106
"1217","DJI",2015,"Africa",0.482,1.47368421052632
"1218","DJI",2016,"Africa",0.489,1.45228215767634
"1219","DJI",2017,"Africa",0.492,0.613496932515334
"1220","DJI",2018,"Africa",0.495,0.609756097560976
"1221","DMA",2000,"Americas",0.694,NA
"1222","DMA",2001,"Americas",0.698,0.576368876080702
"1223","DMA",2002,"Americas",0.697,-0.143266475644699
"1224","DMA",2003,"Americas",0.702,0.71736011477761
"1225","DMA",2004,"Americas",0.704,0.284900284900291
"1226","DMA",2005,"Americas",0.706,0.284090909090917
"1227","DMA",2006,"Americas",0.711,0.708215297450421
"1228","DMA",2007,"Americas",0.715,0.562587904360057
"1229","DMA",2008,"Americas",0.721,0.839160839160846
"1230","DMA",2009,"Americas",0.721,0
"1231","DMA",2010,"Americas",0.733,1.66435506241331
"1232","DMA",2011,"Americas",0.733,0
"1233","DMA",2012,"Americas",0.731,-0.272851296043652
"1234","DMA",2013,"Americas",0.73,-0.136798905608759
"1235","DMA",2014,"Americas",0.732,0.273972602739736
"1236","DMA",2015,"Americas",0.729,-0.409836065573765
"1237","DMA",2016,"Americas",0.729,0
"1238","DMA",2017,"Americas",0.723,-0.823045267489708
"1239","DMA",2018,"Americas",0.724,0.138312586445366
"1240","DNK",1990,"Europe",0.799,NA
"1241","DNK",1991,"Europe",0.804,0.625782227784732
"1242","DNK",1992,"Europe",0.809,0.621890547263693
"1243","DNK",1993,"Europe",0.815,0.741656365883792
"1244","DNK",1994,"Europe",0.824,1.1042944785276
"1245","DNK",1995,"Europe",0.831,0.849514563106801
"1246","DNK",1996,"Europe",0.837,0.72202166064983
"1247","DNK",1997,"Europe",0.843,0.716845878136207
"1248","DNK",1998,"Europe",0.849,0.711743772241991
"1249","DNK",1999,"Europe",0.861,1.41342756183747
"1250","DNK",2000,"Europe",0.863,0.232288037166084
"1251","DNK",2001,"Europe",0.876,1.50637311703361
"1252","DNK",2002,"Europe",0.883,0.799086757990874
"1253","DNK",2003,"Europe",0.894,1.2457531143828
"1254","DNK",2004,"Europe",0.898,0.447427293064884
"1255","DNK",2005,"Europe",0.903,0.556792873051215
"1256","DNK",2006,"Europe",0.905,0.221483942414169
"1257","DNK",2007,"Europe",0.904,-0.110497237569063
"1258","DNK",2008,"Europe",0.909,0.553097345132736
"1259","DNK",2009,"Europe",0.906,-0.330033003300334
"1260","DNK",2010,"Europe",0.91,0.441501103752762
"1261","DNK",2011,"Europe",0.922,1.31868131868131
"1262","DNK",2012,"Europe",0.924,0.216919739696309
"1263","DNK",2013,"Europe",0.926,0.216450216450226
"1264","DNK",2014,"Europe",0.928,0.21598272138228
"1265","DNK",2015,"Europe",0.926,-0.215517241379315
"1266","DNK",2016,"Europe",0.928,0.21598272138228
"1267","DNK",2017,"Europe",0.929,0.107758620689657
"1268","DNK",2018,"Europe",0.93,0.107642626480087
"1269","DOM",1990,"Americas",0.593,NA
"1270","DOM",1991,"Americas",0.597,0.674536256323788
"1271","DOM",1992,"Americas",0.606,1.50753768844221
"1272","DOM",1993,"Americas",0.613,1.15511551155116
"1273","DOM",1994,"Americas",0.618,0.815660685154973
"1274","DOM",1995,"Americas",0.624,0.970873786407767
"1275","DOM",1996,"Americas",0.63,0.961538461538458
"1276","DOM",1997,"Americas",0.637,1.11111111111111
"1277","DOM",1998,"Americas",0.643,0.94191522762952
"1278","DOM",1999,"Americas",0.648,0.777604976671853
"1279","DOM",2000,"Americas",0.653,0.771604938271597
"1280","DOM",2001,"Americas",0.657,0.612557427258809
"1281","DOM",2002,"Americas",0.662,0.761035007610356
"1282","DOM",2003,"Americas",0.663,0.151057401812693
"1283","DOM",2004,"Americas",0.666,0.452488687782804
"1284","DOM",2005,"Americas",0.675,1.35135135135136
"1285","DOM",2006,"Americas",0.682,1.03703703703704
"1286","DOM",2007,"Americas",0.689,1.02639296187681
"1287","DOM",2008,"Americas",0.692,0.435413642960802
"1288","DOM",2009,"Americas",0.694,0.289017341040454
"1289","DOM",2010,"Americas",0.701,1.00864553314122
"1290","DOM",2011,"Americas",0.704,0.427960057061338
"1291","DOM",2012,"Americas",0.708,0.568181818181812
"1292","DOM",2013,"Americas",0.712,0.564971751412435
"1293","DOM",2014,"Americas",0.724,1.68539325842696
"1294","DOM",2015,"Americas",0.733,1.24309392265194
"1295","DOM",2016,"Americas",0.738,0.682128240109137
"1296","DOM",2017,"Americas",0.741,0.406504065040658
"1297","DOM",2018,"Americas",0.745,0.539811066126861
"1298","DZA",1990,"Africa",0.578,NA
"1299","DZA",1991,"Africa",0.582,0.69204152249136
"1300","DZA",1992,"Africa",0.589,1.20274914089347
"1301","DZA",1993,"Africa",0.593,0.679117147707986
"1302","DZA",1994,"Africa",0.597,0.674536256323788
"1303","DZA",1995,"Africa",0.602,0.837520938023451
"1304","DZA",1996,"Africa",0.61,1.32890365448506
"1305","DZA",1997,"Africa",0.619,1.47540983606558
"1306","DZA",1998,"Africa",0.629,1.61550888529887
"1307","DZA",1999,"Africa",0.638,1.43084260731319
"1308","DZA",2000,"Africa",0.646,1.25391849529781
"1309","DZA",2001,"Africa",0.655,1.39318885448916
"1310","DZA",2002,"Africa",0.666,1.67938931297711
"1311","DZA",2003,"Africa",0.676,1.5015015015015
"1312","DZA",2004,"Africa",0.685,1.33136094674555
"1313","DZA",2005,"Africa",0.694,1.31386861313867
"1314","DZA",2006,"Africa",0.699,0.720461095100866
"1315","DZA",2007,"Africa",0.708,1.28755364806867
"1316","DZA",2008,"Africa",0.711,0.423728813559321
"1317","DZA",2009,"Africa",0.72,1.26582278481013
"1318","DZA",2010,"Africa",0.73,1.38888888888888
"1319","DZA",2011,"Africa",0.738,1.0958904109589
"1320","DZA",2012,"Africa",0.737,-0.135501355013545
"1321","DZA",2013,"Africa",0.746,1.22116689280869
"1322","DZA",2014,"Africa",0.749,0.402144772117974
"1323","DZA",2015,"Africa",0.751,0.267022696929242
"1324","DZA",2016,"Africa",0.755,0.532623169107849
"1325","DZA",2017,"Africa",0.758,0.397350993377477
"1326","DZA",2018,"Africa",0.759,0.131926121372028
"1327","ECU",1990,"Americas",0.642,NA
"1328","ECU",1991,"Americas",0.645,0.467289719626174
"1329","ECU",1992,"Americas",0.649,0.620155038759695
"1330","ECU",1993,"Americas",0.653,0.616332819722643
"1331","ECU",1994,"Americas",0.657,0.612557427258809
"1332","ECU",1995,"Americas",0.661,0.60882800608828
"1333","ECU",1996,"Americas",0.663,0.302571860816947
"1334","ECU",1997,"Americas",0.667,0.603318250377072
"1335","ECU",1998,"Americas",0.67,0.449775112443773
"1336","ECU",1999,"Americas",0.667,-0.44776119402985
"1337","ECU",2000,"Americas",0.669,0.299850074962515
"1338","ECU",2001,"Americas",0.674,0.747384155455899
"1339","ECU",2002,"Americas",0.679,0.741839762611285
"1340","ECU",2003,"Americas",0.682,0.44182621502209
"1341","ECU",2004,"Americas",0.687,0.733137829912023
"1342","ECU",2005,"Americas",0.692,0.727802037845682
"1343","ECU",2006,"Americas",0.695,0.433526011560703
"1344","ECU",2007,"Americas",0.706,1.58273381294964
"1345","ECU",2008,"Americas",0.711,0.708215297450421
"1346","ECU",2009,"Americas",0.712,0.14064697609002
"1347","ECU",2010,"Americas",0.716,0.561797752808979
"1348","ECU",2011,"Americas",0.742,3.63128491620113
"1349","ECU",2012,"Americas",0.74,-0.269541778975746
"1350","ECU",2013,"Americas",0.751,1.48648648648648
"1351","ECU",2014,"Americas",0.75,-0.133155792276962
"1352","ECU",2015,"Americas",0.758,1.06666666666666
"1353","ECU",2016,"Americas",0.756,-0.263852242744067
"1354","ECU",2017,"Americas",0.757,0.132275132275139
"1355","ECU",2018,"Americas",0.758,0.132100396301182
"1356","EGY",1990,"Africa",0.546,NA
"1357","EGY",1991,"Africa",0.551,0.915750915750912
"1358","EGY",1992,"Africa",0.557,1.08892921960073
"1359","EGY",1993,"Africa",0.563,1.07719928186714
"1360","EGY",1994,"Africa",0.569,1.06571936056838
"1361","EGY",1995,"Africa",0.576,1.23022847100176
"1362","EGY",1996,"Africa",0.584,1.38888888888888
"1363","EGY",1997,"Africa",0.591,1.19863013698631
"1364","EGY",1998,"Africa",0.592,0.169204737732653
"1365","EGY",1999,"Africa",0.605,2.19594594594594
"1366","EGY",2000,"Africa",0.611,0.991735537190075
"1367","EGY",2001,"Africa",0.616,0.818330605564643
"1368","EGY",2002,"Africa",0.621,0.811688311688319
"1369","EGY",2003,"Africa",0.623,0.32206119162641
"1370","EGY",2004,"Africa",0.629,0.963081861958259
"1371","EGY",2005,"Africa",0.635,0.953895071542132
"1372","EGY",2006,"Africa",0.643,1.25984251968505
"1373","EGY",2007,"Africa",0.651,1.24416796267497
"1374","EGY",2008,"Africa",0.659,1.22887864823349
"1375","EGY",2009,"Africa",0.66,0.151745068285281
"1376","EGY",2010,"Africa",0.666,0.909090909090904
"1377","EGY",2011,"Africa",0.669,0.450450450450446
"1378","EGY",2012,"Africa",0.676,1.04633781763828
"1379","EGY",2013,"Africa",0.681,0.739644970414211
"1380","EGY",2014,"Africa",0.683,0.293685756240825
"1381","EGY",2015,"Africa",0.69,1.02489019033674
"1382","EGY",2016,"Africa",0.695,0.724637681159424
"1383","EGY",2017,"Africa",0.696,0.143884892086321
"1384","EGY",2018,"Africa",0.7,0.574712643678166
"1385","ERI",2005,"Africa",0.424,NA
"1386","ERI",2006,"Africa",0.425,0.235849056603765
"1387","ERI",2007,"Africa",0.427,0.470588235294112
"1388","ERI",2008,"Africa",0.423,-0.936768149882905
"1389","ERI",2009,"Africa",0.432,2.12765957446808
"1390","ERI",2010,"Africa",0.433,0.231481481481488
"1391","ERI",2011,"Africa",0.433,0
"1392","ERI",2012,"Africa",0.422,-2.54041570438799
"1393","ERI",2013,"Africa",0.425,0.710900473933651
"1394","ERI",2014,"Africa",0.436,2.58823529411765
"1395","ERI",2015,"Africa",0.433,-0.688073394495414
"1396","ERI",2016,"Africa",0.434,0.230946882217098
"1397","ERI",2017,"Africa",0.431,-0.691244239631339
"1398","ERI",2018,"Africa",0.434,0.696055684454766
"1399","ESP",1990,"Europe",0.754,NA
"1400","ESP",1991,"Europe",0.764,1.32625994694959
"1401","ESP",1992,"Europe",0.772,1.04712041884816
"1402","ESP",1993,"Europe",0.782,1.29533678756477
"1403","ESP",1994,"Europe",0.791,1.15089514066495
"1404","ESP",1995,"Europe",0.8,1.13780025284451
"1405","ESP",1996,"Europe",0.806,0.750000000000006
"1406","ESP",1997,"Europe",0.81,0.496277915632759
"1407","ESP",1998,"Europe",0.814,0.49382716049382
"1408","ESP",1999,"Europe",0.819,0.614250614250622
"1409","ESP",2000,"Europe",0.825,0.73260073260073
"1410","ESP",2001,"Europe",0.828,0.363636363636366
"1411","ESP",2002,"Europe",0.83,0.241545893719808
"1412","ESP",2003,"Europe",0.833,0.36144578313253
"1413","ESP",2004,"Europe",0.837,0.480192076830743
"1414","ESP",2005,"Europe",0.844,0.836320191158912
"1415","ESP",2006,"Europe",0.848,0.473933649289093
"1416","ESP",2007,"Europe",0.853,0.589622641509435
"1417","ESP",2008,"Europe",0.856,0.351699882766709
"1418","ESP",2009,"Europe",0.858,0.233644859813076
"1419","ESP",2010,"Europe",0.865,0.815850815850827
"1420","ESP",2011,"Europe",0.87,0.57803468208093
"1421","ESP",2012,"Europe",0.873,0.344827586206886
"1422","ESP",2013,"Europe",0.875,0.229095074455898
"1423","ESP",2014,"Europe",0.88,0.571428571428578
"1424","ESP",2015,"Europe",0.885,0.568181818181812
"1425","ESP",2016,"Europe",0.888,0.338983050847452
"1426","ESP",2017,"Europe",0.891,0.337837837837829
"1427","ESP",2018,"Europe",0.893,0.224466891133557
"1428","EST",1990,"Europe",0.73,NA
"1429","EST",1991,"Europe",0.725,-0.684931506849318
"1430","EST",1992,"Europe",0.716,-1.24137931034483
"1431","EST",1993,"Europe",0.709,-0.977653631284914
"1432","EST",1994,"Europe",0.713,0.564174894217206
"1433","EST",1995,"Europe",0.724,1.54277699859748
"1434","EST",1996,"Europe",0.734,1.38121546961325
"1435","EST",1997,"Europe",0.747,1.77111716621254
"1436","EST",1998,"Europe",0.759,1.60642570281124
"1437","EST",1999,"Europe",0.766,0.922266139657446
"1438","EST",2000,"Europe",0.78,1.82767624020888
"1439","EST",2001,"Europe",0.79,1.28205128205128
"1440","EST",2002,"Europe",0.799,1.13924050632912
"1441","EST",2003,"Europe",0.806,0.876095118898634
"1442","EST",2004,"Europe",0.814,0.992555831265496
"1443","EST",2005,"Europe",0.825,1.35135135135136
"1444","EST",2006,"Europe",0.832,0.848484848484854
"1445","EST",2007,"Europe",0.839,0.841346153846145
"1446","EST",2008,"Europe",0.841,0.238379022646007
"1447","EST",2009,"Europe",0.838,-0.356718192627825
"1448","EST",2010,"Europe",0.844,0.715990453460624
"1449","EST",2011,"Europe",0.853,1.06635071090047
"1450","EST",2012,"Europe",0.859,0.703399765533419
"1451","EST",2013,"Europe",0.863,0.465657741559955
"1452","EST",2014,"Europe",0.865,0.231749710312856
"1453","EST",2015,"Europe",0.871,0.693641618497121
"1454","EST",2016,"Europe",0.875,0.459242250287017
"1455","EST",2017,"Europe",0.879,0.457142857142867
"1456","EST",2018,"Europe",0.882,0.34129692832765
"1457","ETH",2000,"Africa",0.283,NA
"1458","ETH",2001,"Africa",0.298,5.30035335689047
"1459","ETH",2002,"Africa",0.306,2.68456375838926
"1460","ETH",2003,"Africa",0.31,1.30718954248366
"1461","ETH",2004,"Africa",0.325,4.83870967741935
"1462","ETH",2005,"Africa",0.346,6.46153846153845
"1463","ETH",2006,"Africa",0.362,4.6242774566474
"1464","ETH",2007,"Africa",0.377,4.14364640883977
"1465","ETH",2008,"Africa",0.394,4.50928381962865
"1466","ETH",2009,"Africa",0.402,2.03045685279188
"1467","ETH",2010,"Africa",0.412,2.4875621890547
"1468","ETH",2011,"Africa",0.423,2.66990291262137
"1469","ETH",2012,"Africa",0.429,1.41843971631206
"1470","ETH",2013,"Africa",0.439,2.33100233100234
"1471","ETH",2014,"Africa",0.446,1.59453302961277
"1472","ETH",2015,"Africa",0.453,1.56950672645739
"1473","ETH",2016,"Africa",0.46,1.54525386313467
"1474","ETH",2017,"Africa",0.467,1.52173913043478
"1475","ETH",2018,"Africa",0.47,0.642398286937884
"1476","FIN",1990,"Europe",0.784,NA
"1477","FIN",1991,"Europe",0.787,0.382653061224492
"1478","FIN",1992,"Europe",0.795,1.01651842439645
"1479","FIN",1993,"Europe",0.799,0.50314465408805
"1480","FIN",1994,"Europe",0.809,1.25156445556946
"1481","FIN",1995,"Europe",0.816,0.865265760197764
"1482","FIN",1996,"Europe",0.823,0.857843137254899
"1483","FIN",1997,"Europe",0.832,1.09356014580801
"1484","FIN",1998,"Europe",0.84,0.961538461538458
"1485","FIN",1999,"Europe",0.848,0.952380952380949
"1486","FIN",2000,"Europe",0.858,1.17924528301887
"1487","FIN",2001,"Europe",0.864,0.699300699300709
"1488","FIN",2002,"Europe",0.867,0.347222222222232
"1489","FIN",2003,"Europe",0.87,0.34602076124568
"1490","FIN",2004,"Europe",0.891,2.41379310344827
"1491","FIN",2005,"Europe",0.895,0.448933782267114
"1492","FIN",2006,"Europe",0.899,0.446927374301676
"1493","FIN",2007,"Europe",0.901,0.222469410456072
"1494","FIN",2008,"Europe",0.904,0.332963374028861
"1495","FIN",2009,"Europe",0.899,-0.553097345132747
"1496","FIN",2010,"Europe",0.903,0.444938820912122
"1497","FIN",2011,"Europe",0.907,0.44296788482836
"1498","FIN",2012,"Europe",0.908,0.11025358324146
"1499","FIN",2013,"Europe",0.916,0.881057268722474
"1500","FIN",2014,"Europe",0.918,0.218340611353707
"1501","FIN",2015,"Europe",0.919,0.108932461873645
"1502","FIN",2016,"Europe",0.922,0.326441784548415
"1503","FIN",2017,"Europe",0.924,0.216919739696309
"1504","FIN",2018,"Europe",0.925,0.108225108225102
"1505","FJI",1990,"Oceania",0.64,NA
"1506","FJI",1991,"Oceania",0.645,0.78125
"1507","FJI",1992,"Oceania",0.651,0.930232558139532
"1508","FJI",1993,"Oceania",0.655,0.614439324116733
"1509","FJI",1994,"Oceania",0.66,0.763358778625944
"1510","FJI",1995,"Oceania",0.666,0.909090909090904
"1511","FJI",1996,"Oceania",0.668,0.300300300300305
"1512","FJI",1997,"Oceania",0.667,-0.149700598802394
"1513","FJI",1998,"Oceania",0.667,0
"1514","FJI",1999,"Oceania",0.672,0.749625187406289
"1515","FJI",2000,"Oceania",0.675,0.446428571428581
"1516","FJI",2001,"Oceania",0.675,0
"1517","FJI",2002,"Oceania",0.678,0.444444444444447
"1518","FJI",2003,"Oceania",0.679,0.147492625368728
"1519","FJI",2004,"Oceania",0.685,0.883652430044179
"1520","FJI",2005,"Oceania",0.687,0.291970802919717
"1521","FJI",2006,"Oceania",0.687,0
"1522","FJI",2007,"Oceania",0.691,0.582241630276559
"1523","FJI",2008,"Oceania",0.691,0
"1524","FJI",2009,"Oceania",0.694,0.434153400868298
"1525","FJI",2010,"Oceania",0.694,0
"1526","FJI",2011,"Oceania",0.698,0.576368876080702
"1527","FJI",2012,"Oceania",0.702,0.573065902578795
"1528","FJI",2013,"Oceania",0.707,0.712250712250717
"1529","FJI",2014,"Oceania",0.712,0.707213578500698
"1530","FJI",2015,"Oceania",0.718,0.84269662921348
"1531","FJI",2016,"Oceania",0.718,0
"1532","FJI",2017,"Oceania",0.721,0.417827298050133
"1533","FJI",2018,"Oceania",0.724,0.416088765603329
"1534","FRA",1990,"Europe",0.78,NA
"1535","FRA",1991,"Europe",0.79,1.28205128205128
"1536","FRA",1992,"Europe",0.798,1.01265822784811
"1537","FRA",1993,"Europe",0.804,0.751879699248126
"1538","FRA",1994,"Europe",0.818,1.74129353233829
"1539","FRA",1995,"Europe",0.825,0.855745721271384
"1540","FRA",1996,"Europe",0.83,0.60606060606061
"1541","FRA",1997,"Europe",0.834,0.481927710843366
"1542","FRA",1998,"Europe",0.839,0.599520383693042
"1543","FRA",1999,"Europe",0.844,0.595947556615029
"1544","FRA",2000,"Europe",0.842,-0.236966824644547
"1545","FRA",2001,"Europe",0.845,0.356294536817092
"1546","FRA",2002,"Europe",0.845,0
"1547","FRA",2003,"Europe",0.848,0.355029585798827
"1548","FRA",2004,"Europe",0.852,0.471698113207553
"1549","FRA",2005,"Europe",0.86,0.938967136150226
"1550","FRA",2006,"Europe",0.865,0.58139534883721
"1551","FRA",2007,"Europe",0.867,0.231213872832381
"1552","FRA",2008,"Europe",0.869,0.230680507497127
"1553","FRA",2009,"Europe",0.869,0
"1554","FRA",2010,"Europe",0.872,0.345224395857313
"1555","FRA",2011,"Europe",0.876,0.458715596330284
"1556","FRA",2012,"Europe",0.878,0.228310502283113
