"code","cont","reg","year","def","eco","edu","amb","pub","sal","viv","seg","cul","soc"
"RUS","Europe","Europe & Central Asia",2017,2.0407116946232,3.81744665927625,3.47090214796099,0.137385682938243,6.63905721200461,3.01386625378795,1.02730797502315,2.32165582896224,0.937179296859436,13.1254976857004
"RUS","Europe","Europe & Central Asia",2018,1.7830168335647,4.38950265605656,3.44863673733439,0.147803434486184,5.65777592085933,3.17377964838779,1.0728851185743,2.20325812171844,0.89538564323933,11.5431861896611
"AZE","Asia","Europe & Central Asia",2008,3.29768892698046,12.3905005830003,2.55000348803604,0.0244162522547662,2.34296363473287,0.892688079885991,0.476615209830282,1.37453534377087,0.365247202096808,5.60502476505586
"AZE","Asia","Europe & Central Asia",2009,3.33328651882645,11.6405207645745,3.37373425277025,0.0308975745403986,2.18108787551086,1.16202968976026,0.630310520624131,1.88868446554218,0.460935634734492,7.70192267179754
"AZE","Asia","Europe & Central Asia",2010,2.7987754621453,11.2499705639939,2.8993288590604,0.0268456375838926,3.25679971741434,1.03473448722477,0.507947721653126,1.63499352407865,0.412575061815613,6.84705051218651
"AZE","Asia","Europe & Central Asia",2011,2.58976229791483,13.7517760454668,2.54848124111977,0.0232325947544257,3.47505856149917,0.973272915786644,0.63899235820437,1.41603625052801,0.379785722514496,6.97496255904151
"AZE","Asia","Europe & Central Asia",2012,2.56577469188235,13.4923287976516,2.76579770822944,0.0230163470865141,4.93974649137709,1.13784782541187,0.844663404190802,1.76294258517418,0.45429885082667,7.75669163757656
"AZE","Asia","Europe & Central Asia",2013,2.56127324602111,15.6001856244199,2.57141383933175,0.0244061737307071,3.6980509435908,1.08710597779382,0.742153930768966,1.86724416486198,0.486920353373896,7.483242239868
"AZE","Asia","Europe & Central Asia",2014,2.57904466898589,13.6814761218082,2.74002314701063,0.0254176544249595,5.88723711790911,1.16023119898465,0.76473249613228,1.94055318983091,0.51394497247268,6.29391958870846
"AZE","Asia","Europe & Central Asia",2015,3.13883780801765,13.1967635159985,3.07190143435086,0.00809121000367782,6.18646561235748,1.33891136447223,0.769400514895182,2.11272526664215,0.51655020228025,6.82217727105554
"AZE","Asia","Europe & Central Asia",2016,3.44938866565605,8.80230433660129,3.09639024777742,0.0393875402977566,4.35149573356811,1.20648338772565,0.787916299821929,2.11732853180461,1.1545183135513,7.77486710842496
"AZE","Asia","Europe & Central Asia",2017,3.57211911660586,13.1621830651513,2.61850669199207,0.0215815678056465,3.74971921214482,1.04059268273958,0.427792737333269,1.89912109847052,0.375118357412373,6.61531637327298
"AZE","Asia","Europe & Central Asia",2018,3.36225840283674,9.73842581031813,2.55825800329621,0.0210320631274035,4.85148579133996,0.917694651151176,0.554362483144384,1.89232382759826,0.390550866503521,5.97368026769215
